individualID,cfc_LMA_freshWeight,cfc_LMA_dryWeight,leafArea,leafMassPerArea,dryMassFraction,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,decimalLatitude,decimalLongitude,coordinateUncertainty,elevationUncertainty,clipLength,clipWidth,subsample1Height,subsample2Height,subsample3Height,cfc_elements_dryWeight,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,cfc_chlorophyll_freshWeight,extractChlAConc,extractChlBConc,extractCarotConc,nitrogenPercent,carbonPercent,CNratio,uid,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,cfcOnlyTag,supportingStemIndividualID,previouslyTaggedAs,taxonID,scientificName,plotType,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,crdSource,elevation,vertUncert,nlcdClass,appMods,geometry,UTM_E,UTM_N,stemDiameter,height,baseCrownHeight,maxCrownDiameter,ninetyCrownDiameter
NEON.PLA.D07.GRSM.02579,2.38,1.05,15030.7,69.9,0.441,0.471,11.04,17.2,35.670878,-83.489979,20.1,0.15,NA,NA,25,NA,NA,0.468,0.123,0.877,0.484,0.196,0.162,798.4,62,7,71.4,16.8,0.1585,5,4.59,0.04,2,45.8,22.9,f6012760-a655-408c-9fbb-71fc8d9063fe,vst_GRSM_2015,D07,GRSM,GRSM_009,40,4,49,9.6,99.9,NA,NA,NA,QUMO4,Quercus montana Willd.,distributed,basePlot,35.67097,-83.490087,WGS84,17N,274622.932,3950312.12,0.15,GeoXH 6000,842.98,0.17,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-83.4900871636102, 35.6709699066579)",274632.3890495311,3950310.4694806375,49.5,27.4,NA,12,11
NEON.PLA.D07.GRSM.08001Z,1.6,0.74,9438.6,78.4,0.463,0.174,8.06,7.48,35.670878,-83.489979,20.1,0.15,NA,NA,23.2,NA,NA,0.471,0.118,2.027,0.521,0.357,0.147,515,46.3,92.3,45,27.3,0.15,5.31,3.09,0.62,1.9,47.3,25.2,64dc1852-d860-4360-a173-40a5736f4567,vst_GRSM_2016,D07,GRSM,GRSM_009,39,NA,51,3.9,56.3,Y,NA,NA,ACRUR,Acer rubrum L. var. rubrum,distributed,basePlot,35.670967,-83.489869,WGS84,17N,274642.662,3950311.326,0.2,GeoXH 6000,842.19,0.29,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-83.4898691379857, 35.670967261147)",274645.90662107634,3950313.489893267,NA,NA,NA,NA,NA
NEON.PLA.D07.GRSM.08002Z,1.49,0.57,16344.8,34.9,0.383,0.476,9.45,15.13,35.670878,-83.489979,20.1,0.15,NA,NA,17.8,NA,NA,0.412,0.189,1.219,0.866,0.284,0.158,2051.8,61.8,5.3,68.8,168.9,0.1514,7.09,3.09,1.21,2.4,45.1,18.7,4c5bbbfe-2169-4aab-8b84-6b1d91cdc7b6,vst_GRSM_2016,D07,GRSM,GRSM_009,39,NA,51,11.1,300,Y,NA,NA,BELE,Betula lenta L.,distributed,basePlot,35.670967,-83.489869,WGS84,17N,274642.662,3950311.326,0.2,GeoXH 6000,842.19,0.29,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-83.4898691379857, 35.670967261147)",274633.049118018,3950316.8759999997,NA,NA,NA,NA,NA
NEON.PLA.D07.GRSM.02983,0.89,0.49,2817.7,173.9,0.551,0.466,8.8,9.87,35.593015,-83.474662,20.2,0.25,NA,NA,6,NA,NA,0.455,0.11,0.428,0.239,0.059,0.102,230.1,45.4,1.4,67.7,22.4,0.1414,3.29,0.67,0.86,1.1,46.9,41.2,5134cf04-068c-4fd0-84f9-d66c378349d1,vst_GRSM_2015,D07,GRSM,GRSM_016,40,3,49,7.2,117.8,NA,NA,NA,ABIES,Abies sp.,distributed,basePlot,35.593106,-83.474775,WGS84,17N,275791.599,3941638.789,0.29,GeoXH 6000,1774.63,0.53,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4747750817374, 35.5931063368371)",275797.9679830215,3941635.4310161895,11.6,7.1,NA,5.4,4.5
NEON.PLA.D07.GRSM.02983,0.89,0.49,2817.7,173.9,0.551,0.466,8.8,9.87,35.593015,-83.474662,20.2,0.25,NA,NA,6,NA,NA,0.455,0.11,0.428,0.239,0.059,0.102,230.1,45.4,1.4,67.7,22.4,0.1414,3.29,0.67,0.86,1.1,46.9,41.2,a709f826-33e4-4b90-8693-b223d179c1db,vst_GRSM_2015,D07,GRSM,GRSM_016,40,3,49,7.2,117.8,NA,NA,NA,ABIES,Abies sp.,distributed,basePlot,35.593106,-83.474775,WGS84,17N,275791.599,3941638.789,0.29,GeoXH 6000,1774.63,0.53,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4747750817374, 35.5931063368371)",275797.9679830215,3941635.4310161895,11.6,7.1,NA,5.4,4.5
NEON.PLA.D07.GRSM.02896,1.4,0.41,11282,36.3,0.293,0.114,8.76,3.51,35.593015,-83.474662,20.2,0.25,NA,NA,7.8,NA,NA,0.438,0.331,2.501,0.406,0.154,0.201,853.5,74,98,64,162.8,0.1358,4.54,3.51,0.19,3.2,44.2,13.7,e812af4b-ee3e-4de3-8d42-a1082a6c7c2d,vst_GRSM_2015,D07,GRSM,GRSM_016,31,3,49,16.1,164.6,NA,NA,NA,BETUL,Betula sp.,distributed,basePlot,35.593106,-83.474775,WGS84,17N,275791.599,3941638.789,0.29,GeoXH 6000,1774.63,0.53,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4747750817374, 35.5931063368371)",275795.87445349153,3941623.2670639916,16.8,10.4,NA,6.6,6.3
NEON.PLA.D07.GRSM.02896,1.4,0.41,11282,36.3,0.293,0.114,8.76,3.51,35.593015,-83.474662,20.2,0.25,NA,NA,7.8,NA,NA,0.438,0.331,2.501,0.406,0.154,0.201,853.5,74,98,64,162.8,0.1358,4.54,3.51,0.19,3.2,44.2,13.7,aef61026-c7d9-4980-ae18-7300317f61b0,vst_GRSM_2015,D07,GRSM,GRSM_016,31,3,49,16.1,164.6,NA,NA,NA,BETUL,Betula sp.,distributed,basePlot,35.593106,-83.474775,WGS84,17N,275791.599,3941638.789,0.29,GeoXH 6000,1774.63,0.53,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4747750817374, 35.5931063368371)",275795.87445349153,3941623.2670639916,16.8,10.4,NA,6.6,6.3
NEON.PLA.D07.GRSM.02984,0.82,0.51,952.4,535.5,0.622,0.476,10.7,13.43,35.593015,-83.474662,20.2,0.25,NA,NA,8,NA,NA,0.476,0.102,0.412,0.171,0.043,0.081,381.8,45.2,0.4,51,14.2,0.1573,2.73,2.24,0.01,1,45.3,47.2,11d6ca29-28e0-4001-8ea8-2be8c320a823,vst_GRSM_2015,D07,GRSM,GRSM_016,40,2,49,11.1,130.1,N,NA,NA,PIRU,Picea rubens Sarg.,distributed,basePlot,35.593106,-83.474775,WGS84,17N,275791.599,3941638.789,0.29,GeoXH 6000,1774.63,0.53,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.4747750817374, 35.5931063368371)",275800.08962755016,3941631.6392277097,13.3,8.4,NA,4.5,3
NEON.PLA.D07.GRSM.03354,1.47,0.73,9286.2,78.6,0.497,0.469,6.39,8.52,35.68687,-83.513991,20.3,0.45,NA,NA,19.6,NA,NA,0.475,0.107,2.448,0.422,0.256,0.1,979,37.7,97,45.5,15.8,0.1498,3.46,0.52,1.18,1.4,45.6,33.8,d6f8e91c-144d-45a1-b795-e4f62525eb7e,vst_GRSM_2015,D07,GRSM,GRSM_007,41,2,41,8.6,39.3,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.68687,-83.513991,WGS84,17N,272504.121,3952131.298,0.26,Geo 7X (H-Star),657.16,0.45,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5139911007144, 35.6868702903567)",272509.56807550456,3952137.9530258034,20.8,15.6,NA,7.9,4.4
NEON.PLA.D07.GRSM.03354,1.47,0.73,9286.2,78.6,0.497,0.469,6.39,8.52,35.68687,-83.513991,20.3,0.45,NA,NA,19.6,NA,NA,0.475,0.107,2.448,0.422,0.256,0.1,979,37.7,97,45.5,15.8,0.1498,3.46,0.52,1.18,1.4,45.6,33.8,ff489dc9-a66c-45c0-829b-b0883bd898f1,vst_GRSM_2015,D07,GRSM,GRSM_007,41,2,41,8.6,39.3,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.68687,-83.513991,WGS84,17N,272504.121,3952131.298,0.26,Geo 7X (H-Star),657.16,0.45,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5139911007144, 35.6868702903567)",272509.56807550456,3952137.9530258034,20.8,15.6,NA,7.9,4.4
NEON.PLA.D07.GRSM.03339,1.96,0.93,11766.5,79,0.474,0.473,7.83,9.73,35.68687,-83.513991,20.3,0.45,NA,NA,14.7,NA,NA,0.475,0.116,0.589,0.489,0.177,0.126,1141.9,50.5,8,45.3,24.3,0.1315,4.47,2.86,0.61,1.2,45.9,37.5,32c1b8d1-f0e1-4aa8-a225-803c397fca4c,vst_GRSM_2015,D07,GRSM,GRSM_007,32,4,41,7.8,91.4,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.68687,-83.513991,WGS84,17N,272504.121,3952131.298,0.26,Geo 7X (H-Star),657.16,0.45,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5139911007144, 35.6868702903567)",272511.91867162025,3952131.1074290103,25.7,20.7,NA,8,6.7
NEON.PLA.D07.GRSM.03339,1.96,0.93,11766.5,79,0.474,0.473,7.83,9.73,35.68687,-83.513991,20.3,0.45,NA,NA,14.7,NA,NA,0.475,0.116,0.589,0.489,0.177,0.126,1141.9,50.5,8,45.3,24.3,0.1315,4.47,2.86,0.61,1.2,45.9,37.5,3fa0a497-f873-4659-a26a-688e5f110eca,vst_GRSM_2015,D07,GRSM,GRSM_007,32,4,41,7.8,91.4,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.68687,-83.513991,WGS84,17N,272504.121,3952131.298,0.26,Geo 7X (H-Star),657.16,0.45,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5139911007144, 35.6868702903567)",272511.91867162025,3952131.1074290103,25.7,20.7,NA,8,6.7
NEON.PLA.D07.GRSM.03322,3.36,1.44,20983.8,68.6,0.429,0.478,9.21,18.41,35.68687,-83.513991,20.3,0.45,NA,NA,18.2,NA,NA,0.479,0.124,0.824,0.232,0.137,0.154,846.9,45.8,4.7,61.7,15.3,0.1337,4.57,1.99,0.84,2.1,45.7,21.3,1572c726-cb6f-40eb-8646-d0a2b2b144d7,vst_GRSM_2015,D07,GRSM,GRSM_007,31,4,41,3.9,213.9,NA,NA,NA,QUMO4,Quercus montana Willd.,distributed,basePlot,35.68687,-83.513991,WGS84,17N,272504.121,3952131.298,0.26,Geo 7X (H-Star),657.16,0.45,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5139911007144, 35.6868702903567)",272501.94579407497,3952128.060952088,35.4,24.6,NA,10.3,6
NEON.PLA.D07.GRSM.03322,3.36,1.44,20983.8,68.6,0.429,0.478,9.21,18.41,35.68687,-83.513991,20.3,0.45,NA,NA,18.2,NA,NA,0.479,0.124,0.824,0.232,0.137,0.154,846.9,45.8,4.7,61.7,15.3,0.1337,4.57,1.99,0.84,2.1,45.7,21.3,dd461a57-e4a3-427a-90c1-f0c2677d67c7,vst_GRSM_2015,D07,GRSM,GRSM_007,31,4,41,3.9,213.9,NA,NA,NA,QUMO4,Quercus montana Willd.,distributed,basePlot,35.68687,-83.513991,WGS84,17N,272504.121,3952131.298,0.26,Geo 7X (H-Star),657.16,0.45,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-83.5139911007144, 35.6868702903567)",272501.94579407497,3952128.060952088,35.4,24.6,NA,10.3,6
NEON.PLA.D07.GRSM.03401,2.27,0.66,13730.3,48.1,0.291,0.456,9.65,15.79,35.679123,-83.482267,20.2,0.42,NA,NA,24.1,NA,NA,0.455,0.141,1.587,1.078,0.279,0.212,446.7,738.2,13.5,69.5,27,0.1528,5.43,2.58,1.24,2.5,44.8,18.1,76f87120-cef4-4d06-a71a-69a9c9db05a8,vst_GRSM_2015,D07,GRSM,GRSM_008,32,4,31,19.4,65.6,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.679034,-83.482392,WGS84,17N,275342.18,3951189.131,0.21,GeoXH 6000,787.86,0.23,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-83.48239199192, 35.6790340133911)",275359.84726301965,3951197.145225939,30.1,25.5,NA,4.8,4.3
NEON.PLA.D07.GRSM.03390,2.72,0.78,16703.6,46.7,0.287,0.468,9.82,14.52,35.679123,-83.482267,20.2,0.42,NA,NA,21.8,NA,NA,0.469,0.147,2.231,1.05,0.232,0.191,597.8,63.5,298.8,59.5,16.6,0.1547,3.84,3.02,0.23,1.9,43.9,23.5,7118b2bc-0a17-42d4-9580-3ef643ea14d2,vst_GRSM_2015,D07,GRSM,GRSM_008,31,4,31,12.2,37.5,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.679034,-83.482392,WGS84,17N,275342.18,3951189.131,0.21,GeoXH 6000,787.86,0.23,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-83.48239199192, 35.6790340133911)",275349.6068894339,3951198.8099107514,22.5,24.2,NA,5.7,4.7
NEON.PLA.D07.GRSM.00745,2.86,0.95,16523.6,57.5,0.332,0.469,9.81,12.16,35.691948,-83.505433,20.2,0.39,NA,NA,25.6,NA,NA,0.466,0.094,0.423,0.33,0.142,0.131,313.6,98.1,1.2,65.3,9.8,0.1597,5.39,3.33,0.79,2.9,46.6,16,9e9be28e-eb83-4236-84f1-f0fed3589b19,vst_GRSM_2015,D07,GRSM,GRSM_058,23,3,43,15,244.3,N,NA,NA,LITU,Liriodendron tulipifera L.,tower,basePlot,35.691963,-83.505223,WGS84,17N,273312.134,3952675.972,0.23,GeoXH 6000,553.83,0.25,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.505223143235, 35.6919626758425)",273298.6178446802,3952669.4671137314,52.3,NA,NA,NA,NA
NEON.PLA.D07.GRSM.00753,1.87,0.52,13579.8,38.3,0.278,0.476,8.82,14.69,35.691948,-83.505433,20.2,0.39,NA,NA,17,NA,NA,0.471,0.142,2.2,1.31,0.247,0.219,302.5,70.7,103.2,49.9,21.2,0.1323,4.35,2.46,0.55,2.3,43.7,18.9,3e9692b5-d7f1-4262-80ef-eedfe6e75ca6,vst_GRSM_2015,D07,GRSM,GRSM_058,41,4,43,18,342,NA,NA,NA,LITU,Liriodendron tulipifera L.,tower,basePlot,35.691963,-83.505223,WGS84,17N,273312.134,3952675.972,0.23,GeoXH 6000,553.83,0.25,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.505223143235, 35.6919626758425)",273306.57169410127,3952693.0910172933,75.9,NA,NA,NA,NA
NEON.PLA.D07.GRSM.00731,2.96,0.94,17716.7,53.1,0.318,0.474,11.6,13.5,35.691948,-83.505433,20.2,0.39,NA,NA,23.3,NA,NA,0.475,0.171,1.118,1.015,0.241,0.186,322.7,54.8,10.3,12.9,14.5,0.1296,4.84,3.29,0.47,2.3,45.1,20,4c21169c-48ae-40ac-8416-8c35b39bf849,vst_GRSM_2015,D07,GRSM,GRSM_058,23,4,43,6.3,199,NA,NA,NA,LITU,Liriodendron tulipifera L.,tower,basePlot,35.691963,-83.505223,WGS84,17N,273312.134,3952675.972,0.23,GeoXH 6000,553.83,0.25,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.505223143235, 35.6919626758425)",273310.0829206269,3952670.0152329737,46.5,NA,NA,NA,NA
NEON.PLA.D07.GRSM.00351,1.43,0.42,10704.7,39.2,0.294,0.469,4.69,14.92,35.686508,-83.506607,20.2,0.28,NA,NA,6.4,NA,NA,0.3,0.152,3.625,0.732,0.383,0.169,859.3,117.7,154.9,99.8,24.7,0.1263,2.16,1.04,0.19,1.4,43.7,31.3,189b1d5b-f2d7-47eb-b108-0ec3a1eec99d,vst_GRSM_2015,D07,GRSM,GRSM_059,21,1,21,8.5,42.1,NA,NA,NA,OXYDE,Oxydendrum sp.,tower,basePlot,35.686334,-83.506829,WGS84,17N,273150.812,3952055.236,0.3,GeoXH 6000,647.61,0.49,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5068293911229, 35.6863341298017)",273156.5106262611,3952061.5427946486,14,NA,NA,NA,NA
NEON.PLA.D07.GRSM.00369,1.93,0.86,14035.8,61.3,0.446,0.491,9.16,17.91,35.686508,-83.506607,20.2,0.28,NA,NA,7.7,NA,NA,0.492,0.145,0.922,0.438,0.125,0.118,595.8,46.2,2.6,61.5,11.7,0.1493,4.7,2.21,0.86,2,45.5,23.1,8f0ee66a-60b9-43e7-abe2-988737fe963b,vst_GRSM_2015,D07,GRSM,GRSM_059,39,2,39,11.1,64.7,NA,NA,NA,QUMO4,Quercus montana Willd.,tower,basePlot,35.686511,-83.506836,WGS84,17N,273150.733,3952074.9,0.23,GeoXH 6000,652.3,0.38,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5068358083333, 35.6865112402556)",273160.7683163012,3952079.6436722833,28,NA,NA,NA,NA
NEON.PLA.D07.GRSM.00389,0.55,0.23,1908.9,120.5,0.418,0.197,8.13,10.67,35.686508,-83.506607,20.2,0.28,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1316,2.05,1.17,0.35,1.2,46.5,38.8,5b3cfb3c-551b-4b49-a19e-891a3d5c60e2,vst_GRSM_2015,D07,GRSM,GRSM_059,21,3,21,21.5,32.1,N,NA,NA,TSCA,Tsuga canadensis (L.) Carrière,tower,basePlot,35.686334,-83.506829,WGS84,17N,273150.812,3952055.236,0.3,GeoXH 6000,647.61,0.49,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5068293911229, 35.6863341298017)",273162.23706945963,3952073.44912131,17.9,NA,NA,NA,NA
NEON.PLA.D07.GRSM.08003Z,1.66,0.67,17543.8,38.2,0.404,0.496,9.69,13.12,35.686007,-83.503986,20.2,0.3,NA,NA,9.2,NA,NA,0.482,0.128,1.844,0.607,0.27,0.127,1515.7,78.6,87.9,77.8,112.6,0.1356,7.35,3.96,0.99,1.9,44.8,23.8,e5b2c68c-690d-43fa-8075-60fcd199e34d,vst_GRSM_2016,D07,GRSM,GRSM_060,21,1,41,14.5,216,Y,NA,NA,BELE,Betula lenta L.,tower,basePlot,35.686007,-83.503986,WGS84,17N,273407.258,3952012.389,0.24,Geo 7X (H-Star),639.12,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5039858543121, 35.6860071360469)",273398.7351138417,3952000.6582535817,NA,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01901,1.4,0.61,13972.4,43.7,0.436,0.476,7.56,14.08,35.686007,-83.503986,20.2,0.3,NA,NA,8,NA,NA,0.466,0.124,0.732,0.369,0.119,0.132,378.5,55.1,4.4,51.6,23.2,0.1358,6.06,4.39,0.54,1.6,46.4,29.2,a4173d53-09f5-4cd2-bfaf-816418af9b1e,vst_GRSM_2015,D07,GRSM,GRSM_060,41,2,43,10.6,321.2,NA,NA,NA,ACRU,Acer rubrum L.,tower,basePlot,35.686028,-83.503753,WGS84,17N,273428.393,3952014.118,0.23,Geo 7X (H-Star),633.04,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5037529865157, 35.6860275668787)",273421.7509995995,3952022.378982428,16.5,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01901,1.4,0.61,13972.4,43.7,0.436,0.476,7.56,14.08,35.686007,-83.503986,20.2,0.3,NA,NA,8,NA,NA,0.466,0.124,0.732,0.369,0.119,0.132,378.5,55.1,4.4,51.6,23.2,0.1358,6.06,4.39,0.54,1.6,46.4,29.2,4c82ac30-e470-4e6b-aab6-d4d7201baca2,vst_GRSM_2015,D07,GRSM,GRSM_060,41,2,43,10.6,321.2,NA,NA,NA,ACRU,Acer rubrum L.,tower,basePlot,35.686028,-83.503753,WGS84,17N,273428.393,3952014.118,0.23,Geo 7X (H-Star),633.04,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5037529865157, 35.6860275668787)",273421.7509995995,3952022.378982428,16.5,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01896,0.99,0.39,11449.1,34.1,0.394,0.399,8.52,12.28,35.686007,-83.503986,20.2,0.3,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1331,5.8,3.45,0.6,2.2,45.3,20.6,b35d40bf-28d7-44b8-b383-9d7cb2780b8d,vst_GRSM_2015,D07,GRSM,GRSM_060,41,4,61,6.9,215.9,Y,NA,NA,BELE,Betula lenta L.,tower,basePlot,35.686191,-83.503727,WGS84,17N,273431.165,3952032.208,0.23,Geo 7X (H-Star),634.28,0.24,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5037274751666, 35.6861911545995)",273427.1190307385,3952026.618712681,9.5,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01896,0.99,0.39,11449.1,34.1,0.394,0.399,8.52,12.28,35.686007,-83.503986,20.2,0.3,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1331,5.8,3.45,0.6,2.2,45.3,20.6,c6e59211-9a9a-42be-81cd-495a705e1cb2,vst_GRSM_2015,D07,GRSM,GRSM_060,41,4,61,6.9,215.9,Y,NA,NA,BELE,Betula lenta L.,tower,basePlot,35.686191,-83.503727,WGS84,17N,273431.165,3952032.208,0.23,Geo 7X (H-Star),634.28,0.24,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5037274751666, 35.6861911545995)",273427.1190307385,3952026.618712681,9.5,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01896,0.99,0.39,11449.1,34.1,0.394,0.399,8.52,12.28,35.686007,-83.503986,20.2,0.3,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1331,5.8,3.45,0.6,2.2,45.1,20.8,b35d40bf-28d7-44b8-b383-9d7cb2780b8d,vst_GRSM_2015,D07,GRSM,GRSM_060,41,4,61,6.9,215.9,Y,NA,NA,BELE,Betula lenta L.,tower,basePlot,35.686191,-83.503727,WGS84,17N,273431.165,3952032.208,0.23,Geo 7X (H-Star),634.28,0.24,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5037274751666, 35.6861911545995)",273427.1190307385,3952026.618712681,9.5,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01896,0.99,0.39,11449.1,34.1,0.394,0.399,8.52,12.28,35.686007,-83.503986,20.2,0.3,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1331,5.8,3.45,0.6,2.2,45.1,20.8,c6e59211-9a9a-42be-81cd-495a705e1cb2,vst_GRSM_2015,D07,GRSM,GRSM_060,41,4,61,6.9,215.9,Y,NA,NA,BELE,Betula lenta L.,tower,basePlot,35.686191,-83.503727,WGS84,17N,273431.165,3952032.208,0.23,Geo 7X (H-Star),634.28,0.24,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5037274751666, 35.6861911545995)",273427.1190307385,3952026.618712681,9.5,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01620,1.42,0.35,18124.3,19.3,0.246,0.47,8.09,10.85,35.685524,-83.502249,20.1,0.19,NA,NA,15,NA,NA,0.466,0.134,1.058,0.48,0.154,0.15,138.9,60.7,5.9,61.8,22.2,0.1352,2.65,2.78,0.07,1.4,46.4,32.6,006d6124-c340-41ea-bd17-49b3d2fec4da,vst_GRSM_2015,D07,GRSM,GRSM_055,23,2,41,16,125.3,NA,NA,NA,HALES,Halesia sp.,tower,basePlot,35.685524,-83.502249,WGS84,17N,273563.133,3951954.763,0.14,Geo 7X (H-Star),624.43,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5022485938111, 35.6855238590335)",273576.1912014413,3951945.5172780096,30.1,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01914,2.07,0.7,18556.2,37.7,0.338,0.476,6.3,10.7,35.685524,-83.502249,20.1,0.19,NA,NA,19,NA,NA,0.478,0.15,2.334,0.542,0.22,0.191,555.8,56.2,78.8,55.3,14.8,0.1246,4.19,2.29,1.01,2,46.1,23.1,092da45c-f82e-424a-b5cd-f8ba78872a9e,vst_GRSM_2015,D07,GRSM,GRSM_055,41,1,41,9.8,74.3,N,NA,NA,HALES,Halesia sp.,tower,basePlot,35.685524,-83.502249,WGS84,17N,273563.133,3951954.763,0.14,Geo 7X (H-Star),624.43,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5022485938111, 35.6855238590335)",273572.567379115,3951957.4148843703,39.8,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01914,2.07,0.7,18556.2,37.7,0.338,0.476,6.3,10.7,35.685524,-83.502249,20.1,0.19,NA,NA,19,NA,NA,0.478,0.15,2.334,0.542,0.22,0.191,555.8,56.2,78.8,55.3,14.8,0.1246,4.19,2.29,1.01,2,46.1,23.1,30fba776-2a08-4311-b880-cff69aaa38a4,vst_GRSM_2015,D07,GRSM,GRSM_055,41,1,41,9.8,74.3,N,NA,NA,HALES,Halesia sp.,tower,basePlot,35.685524,-83.502249,WGS84,17N,273563.133,3951954.763,0.14,Geo 7X (H-Star),624.43,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5022485938111, 35.6855238590335)",273572.567379115,3951957.4148843703,39.8,NA,NA,NA,NA
NEON.PLA.D07.GRSM.01924,2.97,0.88,19173.7,45.9,0.296,0.478,8.17,17.59,35.685524,-83.502249,20.1,0.19,NA,NA,27.6,NA,NA,0.476,0.159,1.38,1.762,0.369,0.186,280.5,50.5,9.4,32.6,17.3,0.1566,4.24,2.69,0.63,2.4,43.6,18.3,455807c6-ef5c-416b-9908-70155e188db3,vst_GRSM_2015,D07,GRSM,GRSM_055,41,2,41,19,87.6,NA,NA,NA,LITU,Liriodendron tulipifera L.,tower,basePlot,35.685524,-83.502249,WGS84,17N,273563.133,3951954.763,0.14,Geo 7X (H-Star),624.43,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5022485938111, 35.6855238590335)",273582.11633377185,3951955.5586374206,31.8,NA,NA,NA,NA
